-0.02611,0.045223,-0.00016564,7.095,-104
-0.051846,0.089801,-0.0005351,7.198,-104
-0.078239,0.13551,-0.0010149,7.303,-104
-0.10496,0.18179,-0.0014827,7.41,-104
-0.13155,0.22785,-0.0018306,7.517,-104
-0.15792,0.27352,-0.0020023,7.622,-104
-0.1844,0.31939,-0.0019895,7.728,-104
-0.21103,0.36552,-0.0018209,7.835,-104
-0.23707,0.41061,-0.001564,7.939,-104
-0.2583,0.44738,-0.0013346,8.04,-104
-0.28379,0.49153,-0.0010877,8.143,-104
-0.309,0.5352,-0.0009162,8.246,-104
-0.33471,0.57974,-0.0008405,8.35,-104
-0.36573,0.63346,-0.00088167,8.455,-104
-0.39124,0.67765,-0.00099877,8.557,-104
-0.41677,0.72187,-0.0011547,8.661,-104
-0.44303,0.76735,-0.001316,8.766,-104
-0.46926,0.81278,-0.0014436,8.875,-104
-0.49564,0.85847,-0.0015157,8.981,-104
-0.52192,0.904,-0.0015244,9.086,-104
-0.54875,0.95046,-0.0014762,9.189,-104
-0.57462,0.99527,-0.0013937,9.292,-104
-0.60039,1.0399,-0.0012987,9.397,-104
-0.62641,1.085,-0.0012118,9.5,-104
-0.65211,1.1295,-0.0011516,9.605,-104
-0.67872,1.1756,-0.0011253,9.707,-104
-0.70525,1.2215,-0.0011356,9.817,-104
-0.73162,1.2672,-0.0011742,9.928,-104
-0.75725,1.3116,-0.0012269,10.032,-104
-0.78295,1.3561,-0.0012815,10.135,-104
-0.80978,1.4026,-0.001328,10.245,-104
-0.8365,1.4489,-0.001355,10.35,-104
-0.86212,1.4932,-0.0013601,10.453,-104
-0.88765,1.5375,-0.0013468,10.556,-104
-0.91326,1.5818,-0.0013204,10.659,-104
-0.94036,1.6287,-0.0012864,10.769,-104
-0.96623,1.6736,-0.001256,10.872,-104
-0.99185,1.7179,-0.0012339,10.975,-104
-1.0176,1.7626,-0.0012233,11.081,-104
-1.0485,1.816,-0.0012261,11.194,-104
-1.075,1.8619,-0.0012395,11.303,-104
-1.102,1.9088,-0.0012587,11.419,-104
-1.1325,1.9616,-0.0012805,11.522,-104
-1.1592,2.0078,-0.001295,11.627,-104
-1.1858,2.0539,-0.0013026,11.734,-104
-1.2117,2.0987,-0.0013026,11.838,-104
